Global Parent,Ship_To_Count,Row_Count,GP_Country,Normalized_GP
WESTERN DIGITAL,1,1,United States Of America,WESTERN DIGITAL
WESTERN EXTRUSIONS,1,2,United States Of America,WESTERN EXTRUSIONS
WESTERN FORGE,1,1,United States Of America,WESTERN FORGE
WESTERN FORGE CORPORATION,1,1,United States Of America,WESTERN FORGE
WESTERN INDUSTRIAL,1,1,United States Of America,WESTERN INDUSTRIAL
WESTERN MECHANICAL ELECTRICAL,1,2,Canada,WESTERN MECHANICAL ELECTRICAL
WESTERN PACIFIC STORAGE,1,1,United States Of America,WESTERN PACIFIC STORAGE
WESTERN POWER PRODUCTS INC,1,1,United States Of America,WESTERN POWER PRODUCTS
WESTERN SQUARE,1,4,,WESTERN SQUARE
WESTERN SQUARE IND,1,1,United States Of America,WESTERN SQUARE IND
WESTERN TRAILERS,1,2,United States Of America,WESTERN TRAILERS
WESTERN VALVE,1,2,United States Of America,WESTERN VALVE
WESTFALIA,1,2,Germany,WESTFALIA
WESTINGHOUSE FORT CALHOUN NNP,1,1,United States Of America,WESTINGHOUSE FORT CALHOUN NNP
WESTINGHOUSE NUCLEAR SERVICES,1,2,United States Of America,WESTINGHOUSE NUCLEAR SERVICES
WESTLAKE TOOL and DIE,1,2,United States Of America,WESTLAKE TOOL AND DIE
WESTOOL CORPORATION,1,1,United States Of America,WESTOOL
WESTPIER MARINE and IND SUPPLY,1,2,Canada,WESTPIER MARINE AND IND SUPPLY
WESTROCK MWV LLC,1,1,United States Of America,WESTROCK MWV
WESTSIDE MARINE,1,2,United States Of America,WESTSIDE MARINE
WESTWOOD PRECISION,1,2,United States Of America,WESTWOOD PRECISION
WEXIÖDISK,1,2,Sweden,WEXIODISK
WEYERHAEUSER,1,2,United States Of America,WEYERHAEUSER
WFEC HUGO STATION,1,2,United States Of America,WFEC HUGO STATION
WFEL,1,2,United Kingdom,WFEL
WFR OILFIELD SERVICES BV,1,2,Netherlands,WFR OILFIELD SERVICES
WFS LEAMINGTON,1,1,Canada,WFS LEAMINGTON
WFS LTD,1,2,Canada,WFS
WGI,1,1,United States Of America,WGI
WGI Westman Group,1,2,,WGI WESTMAN GROUP
WGM BUSINESS ENTERPRISES,1,2,United States Of America,WGM BUSINESS ENTERPRISES
WGSP MANUFACTURING,1,1,United States Of America,WGSP MANUFACTURING
WH BLAKELEY INDUSTRIAL,1,1,United States Of America,WH BLAKELEY INDUSTRIAL
WH BLAKELEY INDUSTRIAL CLAYTON NORTH,1,1,,WH BLAKELEY INDUSTRIAL CLAYTON NORTH
WH BLAKELEY INDUSTRIAL KNIVES,1,1,United States Of America,WH BLAKELEY INDUSTRIAL KNIVES
WH Heimkreiter Mfg Inc,1,2,United States Of America,WH HEIMKREITER MFG
WH LUBRICANTS,1,2,Canada,WH LUBRICANTS
WHA INTERNATIONAL,1,5,United States Of America,WHA INTERNATIONAL
WHEEL VINTIQUES,1,2,United States Of America,WHEEL VINTIQUES
WHEELBASE,1,2,United States Of America,WHEELBASE
WHEELING DISTRIBUTION CENTER,1,2,United States Of America,WHEELING DISTRIBUTION CENTER
WHEELING NISSHIN INC TOTAL,1,2,United States Of America,WHEELING NISSHIN TOTAL
WHELAN,1,3,United States Of America,WHELAN
WHELANWMAKERS,1,1,United States Of America,WHELANWMAKERS
WHESTER INTERCONNECT,1,4,United States Of America,WHESTER INTERCONNECT
WHIP CITY TOOL and DIE COMPANY,1,2,United States Of America,WHIP CITY TOOL AND DIE
WHIPPS,1,2,United States Of America,WHIPPS
WHIRLEY INDUSTRIES,1,2,United States Of America,WHIRLEY INDUSTRIES
WHISPER MACHINE WORKS,1,2,United States Of America,WHISPER MACHINE WORKS
WHISTLER MACHINE WORKS,1,1,United States Of America,WHISTLER MACHINE WORKS
WHITCRAFT THOMASVILLE OC,1,1,United States Of America,WHITCRAFT THOMASVILLE OC
WHITE ENGINEERING SURFACES,1,2,United States Of America,WHITE ENGINEERING SURFACES
WHITEBROOK,1,1,United States Of America,WHITEBROOK
WHITELAW MACHINERY,1,2,United States Of America,WHITELAW MACHINERY
WHITELEY BROOKS ENGINEERING,1,2,United States Of America,WHITELEY BROOKS ENGINEERING
WHITING AND DAVIS,1,2,United States Of America,WHITING AND DAVIS
WHITTCO INC DBA HYDRA TECH PUMPS,1,1,United States Of America,WHITTCO DBA HYDRA TECH PUMPS
WHITTLE AND NEHER COMPANY,1,2,United States Of America,WHITTLE AND NEHER
WI HEAT TREATERS AND CONSULTANTS,1,2,United States Of America,WI HEAT TREATERS AND CONSULTANTS
WICH PRÄZISIONSFERTIGUNG,1,1,Germany,WICH PRAZISIONSFERTIGUNG
WICKERT MASCHINENBAU,1,2,Germany,WICKERT MASCHINENBAU
WIDECO,1,2,Sweden,WIDECO
WIDELY,1,3,China,WIDELY
WIDEX,1,1,Denmark,WIDEX
WIDIK DISTRIBUTION,1,2,United States Of America,WIDIK DISTRIBUTION
WIEGAND,1,4,,WIEGAND
WIELAND EDELMETALLE,1,1,Germany,WIELAND EDELMETALLE
WIELAND MASCHINENBAU,1,2,Germany,WIELAND MASCHINENBAU
WIELOBRANZOWY ZAKLAD USLUGOWO PRODUKCYJNY PIOTR BELCZYK,1,2,Poland,WIELOBRANZOWY ZAKLAD USLUGOWO PRODUKCYJNY PIOTR BELCZYK
WIESE INDUSTRIES INC,1,1,United States Of America,WIESE INDUSTRIES
WIFI NAVIGATION HK TECHNOLOGY LIMITED,1,2,Hong Kong,WIFI NAVIGATION HK TECHNOLOGY
WIGELL,1,2,Sweden,WIGELL
WIKA GROUP,1,2,,WIKA GROUP
WIKRO,1,2,Poland,WIKRO
WILBERT TOWERCRANES,1,2,Germany,WILBERT TOWERCRANES
WILLI PFLITSCH,1,2,Germany,WILLI PFLITSCH
WILLIAM BONNELL,1,1,,WILLIAM BONNELL
WILLIAM COOK STANHOPE,1,2,United Kingdom,WILLIAM COOK STANHOPE
WILLIAM L BONNELL - NEWNAN WAREHOUSE,1,1,,WILLIAM L BONNELL NEWNAN WAREHOUSE
WILLIAMS INTERNATIONAL,1,2,United States Of America,WILLIAMS INTERNATIONAL
WILLIAMS MACHINE,1,2,United States Of America,WILLIAMS MACHINE
WILLIAMS WHITE AND COMPANY,1,3,United States Of America,WILLIAMS WHITE AND
WILLIFORD PLASTICS INC,1,1,United States Of America,WILLIFORD PLASTICS
WILLMAN INDUSTRIES,1,1,United States Of America,WILLMAN INDUSTRIES
WILLOW TOOL MACHINING,1,2,United States Of America,WILLOW TOOL MACHINING
WILSON DYNAMIC SOLUTIONS,1,2,United States Of America,WILSON DYNAMIC SOLUTIONS
WILSON IRON WORKS,1,1,United States Of America,WILSON IRON WORKS
WILSON TOOL INTERNATIONAL,1,7,United States Of America,WILSON TOOL INTERNATIONAL
WILSONGARNER,1,2,United States Of America,WILSONGARNER
WILWOOD ENGINEERING,1,1,United States Of America,WILWOOD ENGINEERING
WIN TACTICAL,1,1,United States Of America,WIN TACTICAL
WINCO STAMPING CO,1,2,United States Of America,WINCO STAMPING
WINCORP,1,2,United States Of America,WINCORP
WINDEX HOLDING,1,1,Poland,WINDEX HOLDING
WINDSOR FACTORY SUPPLY LTD,1,2,Canada,WINDSOR FACTORY SUPPLY
WINDSOR LASER CUTTING,1,2,Canada,WINDSOR LASER CUTTING
WINDSOR MACHINE AND STAMPING,1,1,United States Of America,WINDSOR MACHINE AND STAMPING
WINDSOR PRECISION GUNDRILL,1,2,Canada,WINDSOR PRECISION GUNDRILL
WINDSOR VAULT COMPANY,1,2,Canada,WINDSOR VAULT
WINDTRAX,1,1,United States Of America,WINDTRAX
WING YING INDUSTRIAL,1,3,Taiwan,WING YING INDUSTRIAL
WINGROVE TIFFANY,1,2,United States Of America,WINGROVE TIFFANY
WINKER MASSIVUMFORMUNG,1,2,Germany,WINKER MASSIVUMFORMUNG
WINNEBAGO MFG CO,1,1,United States Of America,WINNEBAGO MFG
WINSMITH,1,1,United States Of America,WINSMITH
WINTER CUSTOM YACHTS,1,1,United States Of America,WINTER CUSTOM YACHTS
WINTERVILLE MACHINE WORKS,1,1,United States Of America,WINTERVILLE MACHINE WORKS
WINZELER STAMPING,1,2,United States Of America,WINZELER STAMPING
WIRE MESH BELT,1,1,Italy,WIRE MESH BELT
WIREWAY HUSKY,1,1,United States Of America,WIREWAY HUSKY
WIRTGEN GMBH,1,2,Germany,WIRTGEN
WIRZ TRANSPORT,1,1,Switzerland,WIRZ TRANSPORT
WISCO ESPAnOLASA,1,2,Spain,WISCO ESPANOLASA
WISCONSIN ORDNANCE WORKS,1,2,United States Of America,WISCONSIN ORDNANCE WORKS
WISCONSIN PRECISION CASTING,1,2,United States Of America,WISCONSIN PRECISION CASTING
WISCONSIN STAMPING AND MANUFACTURING,1,2,United States Of America,WISCONSIN STAMPING AND MANUFACTURING
WISE,1,3,Taiwan,WISE
WISELED,1,3,China,WISELED
WITCORP PRODUCTS,1,1,United States Of America,WITCORP PRODUCTS
WITNICA METAL,1,1,Poland,WITNICA METAL
WITOMATIC,1,2,Italy,WITOMATIC
WITRE,1,3,Sweden,WITRE
WITS GMBH,1,2,Germany,WITS
WITTE INDUSTRIER,1,1,Norway,WITTE INDUSTRIER
WITTROCK HEALTHCARE,1,2,United States Of America,WITTROCK HEALTHCARE
WIZARD SPECIALTIES,1,2,United States Of America,WIZARD SPECIALTIES
WJ MOREIRA,1,2,Brazil,WJ MOREIRA
WJS,1,1,Germany,WJS
WJS GMBH MWI,1,1,,WJS MWI
WKW,1,2,Germany,WKW
WKW Walter Klein Wuppertal,1,2,Germany,WKW WALTER KLEIN WUPPERTAL
WLS FABRICATING,1,2,United States Of America,WLS FABRICATING
WM F HURST,1,2,United States Of America,WM F HURST
WMF GROUP,1,1,Germany,WMF GROUP
WMH LATSCH SRL,1,1,,WMH LATSCH
WMI GROUP INC,1,2,United States Of America,WMI GROUP
WMV BV,1,2,Netherlands,WMV
WO MANUFACTURING,1,2,United States Of America,WO MANUFACTURING
WO STAMPING,1,2,United States Of America,WO STAMPING
WOKARTECH,1,1,Poland,WOKARTECH
WOLF APPLIANCE COMPANY,1,1,United States Of America,WOLF APPLIANCE
WOLF MASCHINENBAU AG,1,1,Germany,WOLF MASCHINENBAU
WOLFE MACHINE,1,1,United States Of America,WOLFE MACHINE
WOLFER,1,2,Germany,WOLFER
WOLFGANG PREINFALK GMBH,1,2,Germany,WOLFGANG PREINFALK
WOLSELEY IND GRP218 NH BALLBE,1,2,United States Of America,WOLSELEY IND GRP218 NH BALLBE
WOLTECH,1,2,Poland,WOLTECH
WOMB SAFETY,1,1,United States Of America,WOMB SAFETY
WOMET,1,1,Poland,WOMET
WONDER,1,2,United States Of America,WONDER
WONDER MACHINE SERVICES,1,2,United States Of America,WONDER MACHINE SERVICES
WOODARD,1,1,United States Of America,WOODARD
WOODBINE TOOL AND DIE MANUFACTURING,1,2,Canada,WOODBINE TOOL AND DIE MANUFACTURING
WOODBROOK PRECISION,1,2,United States Of America,WOODBROOK PRECISION
WOODCRAFTS COVENTRY,1,2,United Kingdom,WOODCRAFTS COVENTRY
WOODS POWRGRIP,1,2,United States Of America,WOODS POWRGRIP
WOODWARD L'ORANGE TSCHUDIN,1,1,,WOODWARD L ORANGE TSCHUDIN
WOODY,1,1,United States Of America,WOODY
WOOLF AIRCRAFT PRODUCTS,1,2,United States Of America,WOOLF AIRCRAFT PRODUCTS
WOOTEN MACHINE COMPANY,1,2,United States Of America,WOOTEN MACHINE
WORDINGHAM MACHINE,1,2,United Kingdom,WORDINGHAM MACHINE
WORGAS BURNERS,1,2,Poland,WORGAS BURNERS
WORKHOLDING TOOLS LLC,1,2,United States Of America,WORKHOLDING TOOLS
WORKMEK DI VALTER PAPAVERI,1,2,Italy,WORKMEK DI VALTER PAPAVERI
WORKSTATION INDUSTRIES,1,2,United States Of America,WORKSTATION INDUSTRIES
WORLDMEC,1,2,Italy,WORLDMEC
WORLEY MACHINE ENTERPRISES,1,2,United States Of America,WORLEY MACHINE ENTERPRISES
WORLEY PARSONS,1,2,United States Of America,WORLEY PARSONS
WORTH STEEL,1,2,United States Of America,WORTH STEEL
WORTHINGTON ENTERPRISES INC,1,1,,WORTHINGTON ENTERPRISES
WR CASE AND SONS CUTLERY,1,2,United States Of America,WR CASE AND SONS CUTLERY
WR COBB,1,2,United States Of America,WR COBB
WR PABICH MANUFACTURING,1,1,United States Of America,WR PABICH MANUFACTURING
WRAZIDŁO,1,1,Poland,WRAZIDŁO
WRICO STAMPING COMINN,1,3,United States Of America,WRICO STAMPING COMINN
WRIGHT ENGINEERING,1,2,United States Of America,WRIGHT ENGINEERING
WRIGHT MEDICAL,1,1,United States Of America,WRIGHT MEDICAL
WRIGHT METAL PRODUCTS CRATES,1,4,United States Of America,WRIGHT METAL PRODUCTS CRATES
WRIGHT TOOL COMPANY,1,1,United States Of America,WRIGHT TOOL
WRL,1,3,United States Of America,WRL
WS DODGE OIL,1,2,United States Of America,WS DODGE OIL
WSJ EMBALAGENS,1,2,Brazil,WSJ EMBALAGENS
WSWARMEPROZESSTECHNIK,1,2,Germany,WSWARMEPROZESSTECHNIK
WTB CONTROL,1,2,United States Of America,WTB CONTROL
WTI SP Z OO,1,2,Poland,WTI SP Z OO
WTR,1,2,Brazil,WTR
WTT IND COM INDUS,1,2,Brazil,WTT IND COM INDUS
WUHAN DERUN,1,2,China,WUHAN DERUN
WUHAN DERUN JINGZHOU JIULING,1,1,,WUHAN DERUN JINGZHOU JIULING
WUHAN DINGYUECHENG LUB ZHANGHE,1,1,China,WUHAN DINGYUECHENG LUB ZHANGHE
WUHAN FENGRUI INDUSTRY AND TRADE,1,2,China,WUHAN FENGRUI INDUSTRY AND TRADE
WUHAN GANGSHI SILICON STEEL,1,2,China,WUHAN GANGSHI SILICON STEEL
WUHAN GEELY AUTO PARTS SHIP MW,1,1,,WUHAN GEELY AUTO PARTS SHIP MW
WUHAN HAOYUAN LUBRICANT,1,2,China,WUHAN HAOYUAN LUBRICANT
WUHAN HEAVY INDUSTRY CASTING AND FORGING LIMITED LIABILITY C,1,2,China,WUHAN HEAVY INDUSTRY CASTING AND FORGING LIABILITY C
WUHAN HENGJING,1,4,China,WUHAN HENGJING
WUHAN SHANGDA,1,2,China,WUHAN SHANGDA
WUHAN TIMES JUNCHENG,1,2,China,WUHAN TIMES JUNCHENG
WUHU WEISHANG,1,1,,WUHU WEISHANG
WUXI HAOSIKE,1,2,China,WUXI HAOSIKE
WUXI HONGDA,1,1,China,WUXI HONGDA
WUXI HONGDA HEAVY INDUSTRY,1,1,China,WUXI HONGDA HEAVY INDUSTRY
WUXI HONGKE,1,1,China,WUXI HONGKE
WUXI QUARTET FRIENDS OF THE LETTER,1,2,China,WUXI QUARTET FRIENDS OF THE LETTER
WUXI TUOZHILAN,1,2,,WUXI TUOZHILAN
WUXI TUOZHILAN PAINT,1,2,China,WUXI TUOZHILAN PAINT
WUXI YONGLIHUI,1,3,China,WUXI YONGLIHUI
WUXUE JINRUI,1,2,China,WUXUE JINRUI
WUXUE MINGRUI,1,3,China,WUXUE MINGRUI
WUXUE ZHONGE,1,4,,WUXUE ZHONGE
WUYANG MEDICAL,1,4,China,WUYANG MEDICAL
WW TANK COMPANY,1,1,United States Of America,WW TANK
WWRC MALAYSIA,1,2,Malaysia,WWRC MALAYSIA
WYATT SERVICES,1,2,United States Of America,WYATT SERVICES
WYLEZALEK,1,2,Poland,WYLEZALEK
WYOMING MACHINERY COMPANY,1,1,,WYOMING MACHINERY
WYTWORNIA OKUĆ MEBLOWYCH JANUSZ WIESIOŁEK,1,2,Poland,WYTWORNIA OKUC MEBLOWYCH JANUSZ WIESIOŁEK
Wagler Machining,1,1,United States Of America,WAGLER MACHINING
Warren Manufacturing,1,1,United States Of America,WARREN MANUFACTURING
Washington Tool and Machine,1,1,United States Of America,WASHINGTON TOOL AND MACHINE
Waterford Tooling Inc,1,2,Canada,WATERFORD TOOLING
Waters Machine,1,1,United States Of America,WATERS MACHINE
Wayne County Rubber Inc,1,2,United States Of America,WAYNE COUNTY RUBBER
Wazhuo,1,1,,WAZHUO
Weir Mineral Isando (Pty) Ltd,1,1,,WEIR MINERAL ISANDO
Wekaba Engineering (Pty) Ltd,1,1,,WEKABA ENGINEERING
Weldon Solutions,1,1,United States Of America,WELDON SOLUTIONS
Weldrite Closures Inc,1,2,United States Of America,WELDRITE CLOSURES
Welfit Oddy (Pty) Ltd,1,1,,WELFIT ODDY
Werkzeugmachinelabor WZL,1,2,Germany,WERKZEUGMACHINELABOR WZL
Wesfarmers Limited,1,1,Australia,WESFARMERS
West Rand Engineering (Pty) Ltd,1,1,,WEST RAND ENGINEERING
Western States Machine Co,1,2,United States Of America,WESTERN STATES MACHINE
Western Zirconium Plant,1,2,United States Of America,WESTERN ZIRCONIUM PLANT
White Drive Motors,1,1,United States Of America,WHITE DRIVE MOTORS
Whittle AND Neher Systems,1,2,United States Of America,WHITTLE AND NEHER SYSTEMS
Wilsons Machine Products,1,1,United States Of America,WILSONS MACHINE PRODUCTS
Windor Alumínio,1,3,Brazil,WINDOR ALUMINIO
Wire Products,1,1,United States Of America,WIRE PRODUCTS
Wire Products Co,1,1,United States Of America,WIRE PRODUCTS
Wirquin Manufacturing (Pty) Ltd,1,1,,WIRQUIN MANUFACTURING
Wolf Creek Machine,1,2,United States Of America,WOLF CREEK MACHINE
Woods Machine,1,2,United States Of America,WOODS MACHINE
Woolf Aircraft Products,1,2,,WOOLF AIRCRAFT PRODUCTS
Workholding Tools LLC,1,2,,WORKHOLDING TOOLS
World Resource Solutions Corp,1,2,United States Of America,WORLD RESOURCE SOLUTIONS
Wright Industries Inc,1,2,United States Of America,WRIGHT INDUSTRIES
Wright Tool Company,1,1,United States Of America,WRIGHT TOOL
Wurst Machine AND Welding Inc,1,2,United States Of America,WURST MACHINE AND WELDING
Wuxue Yangtze Tool Co Ltd,1,2,China,WUXUE YANGTZE TOOL
X-PAC,1,2,,X PAC
XALOY LLC,1,1,United States Of America,XALOY
XAVER BULLINGER,1,1,Germany,XAVER BULLINGER
XCAL TOOLS,1,2,United States Of America,XCAL TOOLS
XCALIBER FIREARMS,1,2,United States Of America,XCALIBER FIREARMS
XCC,1,1,China,XCC
XDEEP,1,2,Poland,XDEEP
XEGUN ESKABAZIOAK,1,2,Spain,XEGUN ESKABAZIOAK
XEMC HEAVY INGDUSTRY,1,3,,XEMC HEAVY INGDUSTRY
XENON ARC,1,1,United States Of America,XENON ARC
XEROX CORPORATION NORTH CAROLINA,1,1,United States Of America,XEROX NORTH CAROLINA
XFAB SILICON FOUNDRIES,1,2,United States Of America,XFAB SILICON FOUNDRIES
XHANG COUNTY JINGCHENG HEAT TREATMENT CO,1,2,China,XHANG COUNTY JINGCHENG HEAT TREATMENT
XIAJIN SHUANGYE POWER,1,3,China,XIAJIN SHUANGYE POWER
XIAMEN REALLY GANG HEAT TREATMENT,1,2,China,XIAMEN REALLY GANG HEAT TREATMENT
XIAN ALSTOM YONGJI ELECTRIC EQUIPMENT CO,1,2,China,XIAN ALSTOM YONGJI ELECTRIC EQUIPMENT
XIAN JIAHENG HEAT TREAMENT,1,4,China,XIAN JIAHENG HEAT TREAMENT
XIAN MAITE,1,2,China,XIAN MAITE
XIANGTAN CITY THEHESIVE MACHINERY,1,2,China,XIANGTAN CITY THEHESIVE MACHINERY
XIANGTAN ZHENHONG,1,4,China,XIANGTAN ZHENHONG
XIANYANG HONGYUAN,1,3,China,XIANYANG HONGYUAN
XIANYANG HONGYUAN MACHINERY MANUFACTURING,1,2,China,XIANYANG HONGYUAN MACHINERY MANUFACTURING
XIANYANG KEHAI RUBBER AND PLASTIC CO,1,2,China,XIANYANG KEHAI RUBBER AND PLASTIC
XIANYANG QINYAO,1,1,China,XIANYANG QINYAO
XIANYANG XINLI,1,2,China,XIANYANG XINLI
XIEHEXING ENTERPRISE,1,2,Taiwan,XIEHEXING ENTERPRISE
XILOPAN,1,2,Italy,XILOPAN
XILOTECNICA,1,2,Brazil,XILOTECNICA
XIN LI FOUNDRY,1,2,Taiwan,XIN LI FOUNDRY
XING RONG,1,2,Taiwan,XING RONG
XINGTAI LONGSHI FASTENER,1,3,China,XINGTAI LONGSHI FASTENER
XINHUA MEDICAL,1,2,China,XINHUA MEDICAL
XINJIANG RUNYI,1,3,China,XINJIANG RUNYI
XINQUAN MEXICO AUTOMOTIVE TRIM,1,1,,XINQUAN MEXICO AUTOMOTIVE TRIM
XINTAI ZHONGXIN HEYI,1,1,,XINTAI ZHONGXIN HEYI
XINXIANG FENGSHENG,1,1,China,XINXIANG FENGSHENG
XINYINYE,1,1,China,XINYINYE
XINYU INDUSTRIAL CO,1,2,Taiwan,XINYU INDUSTRIAL
XINYU STEEL,1,2,China,XINYU STEEL
XL ENGINEERING,1,1,United States Of America,XL ENGINEERING
XPLORE SCUBA,1,4,United States Of America,XPLORE SCUBA
XPO DISTRIBUTION FRANCE,1,3,Spain,XPO DISTRIBUTION FRANCE
XRI TESTING INC,1,2,United States Of America,XRI TESTING
XTEK INC,1,2,United States Of America,XTEK
XUANHUA XIANDAI,1,1,China,XUANHUA XIANDAI
XUGE INTERNATIONAL LOGISTICS,1,2,China,XUGE INTERNATIONAL LOGISTICS
XUN KUN TRADING TEMPORARY,1,2,China,XUN KUN TRADING TEMPORARY
Xi'an Aobang Technology Co Ltd,1,2,China,XI AN AOBANG TECHNOLOGY
Xi'an Xinlong Mechanical Casting Co Ltd,1,2,China,XI AN XINLONG MECHANICAL CASTING
Xiangyang Bearing,1,1,,XIANGYANG BEARING
Xinqianglian,1,1,,XINQIANGLIAN
Xinxing General,1,1,,XINXING GENERAL
Xmeco (Pty) Ltd,1,1,,XMECO
Xmeco Heavy Engineering,1,1,,XMECO HEAVY ENGINEERING
Xylem Group,1,1,United States Of America,XYLEM GROUP
Y AND W TECHNOLOGIES,1,1,United States Of America,Y AND W TECHNOLOGIES
YADIRA,1,2,Mexico,YADIRA
YAHYAOGLU CELIK DOKUM,1,3,Turkey,YAHYAOGLU CELIK DOKUM
YAMAHA MOTOR COMPANY,1,2,Japan,YAMAHA MOTOR
YAMAMOTO OIL,1,2,Japan,YAMAMOTO OIL
YAMAMOTO SEISAKUSHO,1,2,United States Of America,YAMAMOTO SEISAKUSHO
YAN LUNG INDUSTRIAL,1,2,Taiwan,YAN LUNG INDUSTRIAL
YANENG POLY TECHNOLOGY,1,3,China,YANENG POLY TECHNOLOGY
YANG LIN SEIKI,1,3,Taiwan,YANG LIN SEIKI
YANGGU HAOQUAN,1,4,China,YANGGU HAOQUAN
YANGJIANG YULIANG HARDWARE MACHINERY FACTORY,1,2,China,YANGJIANG YULIANG HARDWARE MACHINERY FACTORY
YANGLING MEICHANG,1,4,China,YANGLING MEICHANG
YANGXIN COUNTY LOFTY HIGH STRENGTH BOLTS LIMITED,1,2,China,YANGXIN COUNTY LOFTY HIGH STRENGTH BOLTS
YANGZHOU FIRST GOOD MACHINERY,1,2,China,YANGZHOU FIRST GOOD MACHINERY
YANGZHOU ZHOUSHAN HEAT TREATMENT PLANT,1,2,China,YANGZHOU ZHOUSHAN HEAT TREATMENT PLANT
YANN ENG. HEIDELBERG WEST,1,2,,YANN ENG HEIDELBERG WEST
YANTAI HAIDUN MACHINERY,1,4,China,YANTAI HAIDUN MACHINERY
YANTAI HANBANG,1,2,China,YANTAI HANBANG
YANTAI HUALONG,1,2,China,YANTAI HUALONG
YANTAI MACHINE TOOL PLANT,1,2,China,YANTAI MACHINE TOOL PLANT
YANTAI TENGKUN,1,2,China,YANTAI TENGKUN
YAO SHEN INDUSTRIAL,1,2,Taiwan,YAO SHEN INDUSTRIAL
YARA,1,2,Norway,YARA
YAREMA DIE AND ENGINEERING,1,2,United States Of America,YAREMA DIE AND ENGINEERING
YASUNAGA,1,4,Japan,YASUNAGA
YATES AMERICAN,1,2,United States Of America,YATES AMERICAN
YC PRECISION FABRICATION,1,1,United States Of America,YC PRECISION FABRICATION
YE UNITA INDUSTRIAL,1,2,Taiwan,YE UNITA INDUSTRIAL
YEAMANS MACHINE SHOP INC,1,1,United States Of America,YEAMANS MACHINE SHOP
YELLA TERRA,1,1,Australia,YELLA TERRA
YELLA TERRA BRAESIDE,1,2,,YELLA TERRA BRAESIDE
YEN GROUP LLC,1,2,United States Of America,YEN GROUP
YEON SHIN ENTERPRISE CO LTD,1,1,,YEON SHIN ENTERPRISE
YI FU DI INDUCTION EQUIPMENT,1,1,China,YI FU DI INDUCTION EQUIPMENT
YI WEN CHANG HEAT TREATMENT PLANT CO L,1,1,Taiwan,YI WEN CHANG HEAT TREATMENT PLANT L
YICHANG HONGRUN,1,2,China,YICHANG HONGRUN
YIDA PRECISION ENGINEERING,1,2,Singapore,YIDA PRECISION ENGINEERING
YIKAI TRADING,1,2,Taiwan,YIKAI TRADING
YILDIZ ENTEGRE,1,1,Turkey,YILDIZ ENTEGRE
YILMAZ REDUKTORN VE TICAS,1,2,Turkey,YILMAZ REDUKTORN VE TICAS
YIMU LE MACHINERY,1,1,China,YIMU LE MACHINERY
YINCHUAN SENMEITE,1,2,China,YINCHUAN SENMEITE
YINCHUAN WEILI TRANSMISSION,1,1,,YINCHUAN WEILI TRANSMISSION
YING MING INDUSTRIAL CO,1,2,Taiwan,YING MING INDUSTRIAL
YIT,1,2,Finland,YIT
YIXING CITY GORDON MACHINERY EQUIPMENT,1,2,China,YIXING CITY GORDON MACHINERY EQUIPMENT
YIYANG HESHAN CHAIN,1,4,China,YIYANG HESHAN CHAIN
YMCA,1,2,United States Of America,YMCA
YODER OIL,1,2,United States Of America,YODER OIL
YONGNIANZHUANG INDUSTRIAL ZONE XIAOJUN QUENCHED AND TEMPERED,1,1,China,YONGNIANZHUANG INDUSTRIAL ZONE XIAOJUN QUENCHED AND TEMPERED
YOONSTEEL,1,2,South Korea,YOONSTEEL
YORK BOLT INC,1,1,United States Of America,YORK BOLT
YORK CORRUGATING,1,2,United States Of America,YORK CORRUGATING
YORK LUBRICANTS,1,2,United States Of America,YORK LUBRICANTS
YOUNG BROS STAMP WORKS,1,2,United States Of America,YOUNG BROS STAMP WORKS
YOUNGM INDUSTRIAL,1,1,Taiwan,YOUNGM INDUSTRIAL
YOUNGS LUBRICANTS,1,2,United States Of America,YOUNGS LUBRICANTS
YRKESAKADEMIN,1,1,Sweden,YRKESAKADEMIN
YU METALS,1,3,China,YU METALS
YU MING INDUSTRIAL,1,3,Taiwan,YU MING INDUSTRIAL
YU YU INDUSTRIAL CO,1,3,Taiwan,YU YU INDUSTRIAL
YUAN QIANG,1,1,China,YUAN QIANG
YUBEI STEERING SYSTEM,1,2,China,YUBEI STEERING SYSTEM
YUEHUA GLOBAL TRADE DEVELOPMENT,1,1,Taiwan,YUEHUA GLOBAL TRADE DEVELOPMENT
YUGAL PRECISION,1,2,India,YUGAL PRECISION
YUHARA MANUFACTURING,1,1,United States Of America,YUHARA MANUFACTURING
YUHSIN SYSTEMS INC,1,2,,YUHSIN SYSTEMS
YUMING METAL INDUSTRY CO,1,3,Taiwan,YUMING METAL INDUSTRY
"YUQUN INDUSTRIAL CO., LTD.",1,1,,YUQUN INDUSTRIAL
YUTAKA TECHNOLOGIES,1,2,United States Of America,YUTAKA TECHNOLOGIES
YUYAO JIANGYUAN HEAT,1,2,China,YUYAO JIANGYUAN HEAT
YUYAO JINGYUAN,1,2,China,YUYAO JINGYUAN
Yonezawa Machinery,1,1,,YONEZAWA MACHINERY
Young Machine Co Inc,1,1,United States Of America,YOUNG MACHINE
Yuhua Phase I Project Filling and Completion Engineering 300000 Tons/year LDPEEVA Unit Project Implementation Site,1,1,China,YUHUA PHASE I PROJECT FILLING AND COMPLETION ENGINEERING 300000 TONS YEAR LDPEEVA UNIT PROJECT IMPLEMENTATION SITE
